"";"classe 1";"classe 2";"classe 3";"classe 4"
"caminamos";0,009;0,365;-0,591;0
"camilo";-2,229;-1,213;-0,984;10,059
"caguete";-3,121;-1,698;-0,024;8,704
"cación";6,73;-0,727;-0,591;-1,491
"burro";-0,275;5,218;-0,984;-0,393
"break";-2,229;-1,213;25,406;-2,486
"bombardear";-0,275;11,648;-0,984;-2,486
"bmw";-2,229;-1,213;-0,984;10,059
"bioquímica";11,218;-1,213;-0,984;-2,486
"biografía";0,197;0,001;-0,984;0,104
"benz";-2,675;-1,455;-1,181;12,072
"bendición";1,034;-1,455;1,245;-0,74
"balastro";-1,337;-0,727;-0,591;6,035
"añadir";-2,675;-1,455;0;6,799
"aéreo";-1,783;-0,97;9,981;-0,121
"audiencia";-2,675;-1,455;-1,181;12,072
"audición";-0,565;-1,455;19,538;-2,983
"asociación";-2,229;-1,213;14,699;-0,393
"ascensor";-1,783;-0,97;0,213;3,151
"arriesgar";1,034;-0,031;0;-0,74
"arrepentís";-0,275;-1,213;-0,984;4,937
"arranqué";-1,783;-0,97;-0,787;8,047
"arco";1,995;1,336;-0,984;-2,486
"aplastamiento";11,218;-1,213;-0,984;-2,486
"apelar";0,689;-0,97;0,213;-0,121
"apasionar";-2,675;8,495;0;-0,74
"aparente";5,41;0,366;-1,378;-3,481
"aos";-2,675;-0,031;19,538;-2,983
"antigüedad";-0,064;2,367;-0,787;-0,121
"anchorena";-1,783;-0,97;-0,787;8,047
"ancho";-0,899;-0,122;0,749;0,294
"anc";11,218;-1,213;-0,984;-2,486
"ambientalismo";-0,275;5,218;0,046;-2,486
"alucinante";-1,261;1,648;-1,575;1,018
"altruismo";-2,675;24,75;-1,181;-2,983
"alo";-0,565;3,551;-1,181;0
"all";-2,675;-1,455;-1,181;12,072
"agroexportador";-0,275;1,336;2,019;-2,486
"agredir";-2,229;11,648;-0,984;-0,393
"agrediendo";-2,229;20,624;-0,984;-2,486
"agosto";-0,064;-0,97;3,278;-0,121
"aferrar";-2,675;15,561;0;-2,983
"adverso";11,218;-1,213;-0,984;-2,486
"adolescente";-1,783;-0,97;-0,787;8,047
"administrativo";-1,783;-0,97;20,324;-1,989
"adante";-2,229;11,648;-0,984;-0,393
"actualmente";-3,121;-1,698;0,749;4,612
"acortar";11,218;-1,213;-0,984;-2,486
"achicar";-2,229;-1,213;14,699;-0,393
"acelerar";5,668;0,001;-0,984;-2,486
"abundante";-2,229;-1,213;0,046;4,937
"abrumador";-1,783;-0,97;3,278;0,509
"abolir";-0,275;11,648;-0,984;-2,486
"Organización del tratado del Atlántico Norte";5,668;-1,213;-0,984;-0,393
"épico";1,034;3,551;-1,181;-2,983
"álvaro";-2,229;-1,213;2,019;1,619
"wilson";-1,783;-0,97;0,213;3,151
"whatsapp";-3,121;-1,698;-1,378;14,084
"vásquez";-1,783;-0,97;20,324;-1,989
"viña";-2,229;-1,213;-0,984;10,059
"vital";5,668;0,001;-0,984;-2,486
"vislumbrar";0,689;2,367;-0,787;-1,989
"vestido";3,613;0,73;-1,181;-2,983
"veras";8,974;-0,97;-0,787;-1,989
"vaticinar";1,034;0,73;-1,181;-0,74
"vacío";-2,229;11,648;-0,984;-0,393
"ug";-2,675;-1,455;30,488;-2,983
"túnica";15,705;-1,698;-1,378;-3,481
"tumbos";3,659;0,077;-0,787;-1,989
"trompar";-1,783;-0,97;-0,787;8,047
"trapo";-2,229;1,336;-0,984;1,619
"transitar";-0,275;-1,213;2,019;0,104
"transformarnos";3,659;0,077;-0,787;-1,989
"tom";-2,229;-1,213;0,046;4,937
"tallar";9,888;-0,122;-1,378;-3,481
"sugerencia";-3,567;-1,94;6,556;1,018
"sucesivo";11,218;-1,213;-0,984;-2,486
"sospechar";-2,229;0,001;0,046;1,619
"sorprendente";-0,275;-1,213;14,699;-2,486
"somático";3,613;0,73;-1,181;-2,983
"simbolizar";3,613;-1,455;-1,181;0
"seriedad";-1,783;-0,97;-0,787;8,047
"seleccionar";5,668;0,001;-0,984;-2,486
"rotundo";5,41;-1,698;-0,024;-1,13
"ron";-0,565;-0,031;11,014;-2,983
"romántico";-0,275;0,001;0,046;0,104
"rivadavia";-2,675;-1,455;4,917;0,763
"retroceso";5,41;-0,122;-1,378;-1,13
"rescato";-0,275;0,001;2,019;-0,393
"rendimiento";0,689;-0,97;0,213;-0,121
"reino";0,689;0,077;-0,787;-0,121
"refugia";-0,275;1,336;2,019;-2,486
"refinar";-1,783;-0,97;-0,787;8,047
"razonando";-2,675;8,495;-1,181;0
"pudre";13,461;-1,455;-1,181;-2,983
"publicidad";0,197;-1,213;-0,984;1,619
"proporcionalmente";8,974;-0,97;-0,787;-1,989
"proletaria";-2,675;0,73;-1,181;3,029
"progresivamente";-0,064;2,367;-0,787;-0,121
"privación";-0,275;5,218;-0,984;-0,393
"preocupante";6,73;-0,727;-0,591;-1,491
"positivamente";-0,275;-1,213;14,699;-2,486
"porte";-1,783;-0,97;0,213;3,151
"polí";-0,565;-1,455;19,538;-2,983
"planificar";3,613;0,73;-1,181;-2,983
"pimienta";-2,229;11,648;-0,984;-0,393
"piano";-2,229;0,001;-0,984;4,937
"pelotazo";-0,275;0,001;-0,984;1,619
"paulista";-0,275;-1,213;14,699;-2,486
"originario";0,689;-0,97;0,213;-0,121
"organizarla";8,974;-0,97;-0,787;-1,989
"ordinario";-2,229;-1,213;-0,984;10,059
"ordeno";-2,675;-1,455;30,488;-2,983
"noción";0,197;-1,213;0,046;0,104
"neto";0,197;-1,213;6,903;-2,486
"nata";-1,783;-0,97;-0,787;8,047
"multiplico";-2,229;20,624;-0,984;-2,486
"modernizar";-0,565;-1,455;-1,181;6,799
"modernidad";-1,783;-0,97;-0,787;8,047
"mezclar";-1,783;-0,97;9,981;-0,121
"mbp";-2,229;-1,213;6,903;0,104
"matemático";1,034;3,551;-1,181;-2,983
"marcelo";-2,675;-1,455;1,245;3,029
"madrugada";-0,899;0,366;-1,378;1,809
"juntaban";-2,675;-1,455;1,245;3,029
"intermediación";11,218;-1,213;-0,984;-2,486
"inseguro";-0,064;0,077;0,213;-0,121
"inmensidad";-3,121;12,013;-1,378;-0,068
"inmediatamente";0,689;-0,97;3,278;-1,989
"infantilismo";5,668;0,001;-0,984;-2,486
"inerme";13,461;-1,455;-1,181;-2,983
"idas";0,689;0,077;0,213;-1,989
"hábito";0,475;0,366;-1,378;-0,068
"hábil";-1,783;-0,97;-0,787;8,047
"hací";-3,121;-0,122;-1,378;8,704
"habl";3,659;-0,97;0,213;-1,989
"golondrina";0,689;-0,97;-0,787;0,509
"gan";-2,675;8,495;0;-0,74
"fraternidad";3,613;0,73;-1,181;-2,983
"figurar";0,689;0,077;-0,787;-0,121
"examen";1,806;0,365;-0,591;-1,491
"estatizar";0,689;-0,97;3,278;-1,989
"entrenar";-1,783;-0,97;-0,787;8,047
"enmendar";1,995;0,001;-0,984;-0,393
"encajo";5,668;0,001;-0,984;-2,486
"emperador";-1,783;-0,97;20,324;-1,989
"diversificar";1,995;-1,213;0,046;-0,393
"discrepamos";3,659;0,077;-0,787;-1,989
"diplomacia";0,689;-0,97;0,213;-0,121
"descalzas";11,218;-1,213;-0,984;-2,486
"deo";-2,229;-1,213;-0,984;10,059
"córdoba";-3,121;-1,698;3,554;1,809
"cálculo";0,197;-1,213;0,046;0,104
"cruzado";-2,229;-1,213;-0,984;10,059
"crecientemente";11,218;-1,213;-0,984;-2,486
"cotización";-2,229;-1,213;25,406;-2,486
"contraje";-2,229;-1,213;-0,984;10,059
"contable";3,613;0,73;-1,181;-2,983
"conformación";0,197;0,001;0,046;-0,393
"concesión";-2,229;1,336;0,046;0,104
"cicatriz";0,689;0,077;-0,787;-0,121
"carnicería";-0,565;-0,031;-1,181;3,029
"campeonato";-2,675;-1,455;0;6,799
"cabra";-2,675;8,495;-1,181;0
"cabildo";-1,337;-0,727;5,507;0
"buey";3,659;0,077;-0,787;-1,989
"brasilia";-0,565;-1,455;19,538;-2,983
"bosque";0,689;0,077;-0,787;-0,121
"barro";-3,121;-1,698;-1,378;14,084
"bancarse";-2,229;-1,213;2,019;1,619
"asiático";-2,229;-1,213;2,019;1,619
"asegurarse";0,197;5,218;-0,984;-2,486
"articular";-0,565;-1,455;4,917;0
"arruga";-0,064;2,367;-0,787;-0,121
"arquetipo";11,218;-1,213;-0,984;-2,486
"archivo";-2,229;-1,213;-0,984;10,059
"apunte";-2,675;-1,455;-1,181;12,072
"amontonando";-2,229;11,648;-0,984;-0,393
"altar";-2,229;1,336;0,046;0,104
"alegrar";-2,229;-1,213;6,903;0,104
"agarre";5,668;-1,213;-0,984;-0,393
"adecuar";3,659;0,077;-0,787;-1,989
"aceptación";3,659;-0,97;0,213;-1,989
"ac";-1,783;-0,97;0,213;3,151
"abusar";1,806;-0,727;-0,591;0
"American";0,689;0,077;-0,787;-0,121
"xx";-0,899;-1,698;24,447;-3,481
"ultra";0,197;0,001;0,046;-0,393
"trucar";-2,229;-1,213;-0,984;10,059
"tributo";-2,229;11,648;-0,984;-0,393
"transmitirle";0,018;8,495;-1,181;-2,983
"torta";8,974;-0,97;-0,787;-1,989
"tiempito";-2,229;-1,213;2,019;1,619
"teta";-1,783;0,077;-0,787;3,151
"ternura";-2,229;-1,213;0,046;4,937
"tarro";-0,017;-0,122;-1,378;1,809
"sugerir";-2,675;-0,031;-1,181;6,799
"soltero";-0,064;-0,97;-0,787;3,151
"siesta";-0,565;-1,455;0;3,029
"sacudón";0,197;0,001;-0,984;0,104
"reportaje";-2,229;-1,213;-0,984;10,059
"rencoroso";-1,337;-0,727;5,507;0
"redondo";3,613;-1,455;-1,181;0
"próspero";-0,017;-1,698;-0,024;1,809
"propinar";-1,783;2,367;-0,787;0,509
"plural";-0,565;-1,455;-1,181;6,799
"pierna";-0,565;-1,455;-1,181;6,799
"perdurar";0,009;4,247;-0,591;-1,491
"peg";3,659;0,077;-0,787;-1,989
"oleada";0,689;-0,97;0,213;-0,121
"noviembre";-1,337;-0,727;0,623;1,515
"neocolonialismo";5,668;0,001;-0,984;-2,486
"múica";-1,783;-0,97;-0,787;8,047
"monstruoso";-2,229;0,001;-0,984;4,937
"min";0,009;-0,727;0,623;0
"maradona";-1,783;2,367;-0,787;0,509
"mameluco";8,974;-0,97;-0,787;-1,989
"ma";-1,783;-0,97;-0,787;8,047
"lúcido";-1,783;0,077;-0,787;3,151
"loo";-2,229;-1,213;0,046;4,937
"lluvia";0,009;4,247;-0,591;-1,491
"liderar";-1,783;-0,97;20,324;-1,989
"inviable";-1,783;0,077;9,981;-1,989
"internar";-0,275;-1,213;6,903;-0,393
"integral";9,888;-1,698;-0,024;-3,481
"insulto";13,461;-1,455;-1,181;-2,983
"instinto";-0,064;2,367;0,213;-1,989
"ingobernables";1,806;-0,727;0,623;-1,491
"inconcebible";1,034;3,551;-1,181;-2,983
"humo";0,475;2,429;-0,024;-3,481
"guisar";-1,783;-0,97;0,213;3,151
"grato";-1,783;-0,97;0,213;3,151
"generalizado";-2,229;-1,213;6,903;0,104
"gastemos";-0,064;2,367;-0,787;-0,121
"fotosíntesis";-2,229;20,624;-0,984;-2,486
"foro";0,689;0,077;-0,787;-0,121
"existencial";-2,229;11,648;-0,984;-0,393
"exigente";-0,275;0,001;0,046;0,104
"exigencia";11,218;-1,213;-0,984;-2,486
"estafa";11,218;-1,213;-0,984;-2,486
"espejismo";5,41;-0,122;-1,378;-1,13
"escúchame";0,197;0,001;0,046;-0,393
"envenenar";0,197;5,218;-0,984;-2,486
"envejecimiento";-2,229;0,001;6,903;-0,393
"enterrarme";-2,229;0,001;-0,984;4,937
"enfoque";0,197;0,001;2,019;-2,486
"energético";0,689;2,367;-0,787;-1,989
"empatar";-0,064;2,367;0,213;-1,989
"emitir";-0,064;-0,97;3,278;-0,121
"embajada";0,009;-0,727;0,623;0
"ell";3,613;0,73;-1,181;-2,983
"díaz";-0,064;0,077;0,213;-0,121
"dividendo";-2,229;-1,213;25,406;-2,486
"desesperación";-0,064;7,841;-0,787;-1,989
"descentralización";0,197;0,001;0,046;-0,393
"delictivo";8,974;-0,97;-0,787;-1,989
"cúspide";1,034;3,551;-1,181;-2,983
"cínico";-2,229;-1,213;2,019;1,619
"correrlo";-2,229;20,624;-0,984;-2,486
"cordero";1,995;0,001;-0,984;-0,393
"contrabandista";1,995;-1,213;0,046;-0,393
"concuerdo";3,659;0,077;-0,787;-1,989
"comunismo";1,806;-0,727;-0,591;0
"compensar";13,461;-1,455;-1,181;-2,983
"combo";0,009;0,365;-0,591;0
"colonial";3,659;-0,97;0,213;-1,989
"colegiar";-1,783;0,077;0,213;0,509
"coger";-2,229;1,336;-0,984;1,619
"chavismo";3,613;-1,455;0;-0,74
"carpintero";-2,229;0,001;-0,984;4,937
"carencia";-2,229;1,336;0,046;0,104
"cardíaco";-2,229;20,624;-0,984;-2,486
"car";0,197;-1,213;0,046;0,104
"caliento";-1,783;0,077;-0,787;3,151
"cabreros";-1,783;7,841;0,213;-1,989
"brillar";-2,229;11,648;-0,984;-0,393
"brecha";-2,229;0,001;0,046;1,619
"bota";0,197;0,001;-0,984;0,104
"boliviano";5,668;-1,213;0,046;-2,486
"bloquear";11,218;-1,213;-0,984;-2,486
"bergamín";-2,675;-1,455;-1,181;12,072
"bata";-0,064;0,077;0,213;-0,121
"aymaras";-2,229;20,624;-0,984;-2,486
"aymara";-2,229;20,624;-0,984;-2,486
"audacia";3,659;-0,97;-0,787;-0,121
"atracción";0,018;-1,455;1,245;0
"asiento";-0,064;-0,97;3,278;-0,121
"arsenal";8,974;-0,97;-0,787;-1,989
"armadura";-1,783;-0,97;20,324;-1,989
"ansioso";0,689;-0,97;0,213;-0,121
"amazonía";1,995;-1,213;2,019;-2,486
"alumno";-2,229;-1,213;-0,984;10,059
"alternativo";0,689;2,367;-0,787;-1,989
"aj";-0,899;-1,698;3,554;0,294
"agresión";13,461;-1,455;-1,181;-2,983
"agarr";-1,783;-0,97;-0,787;8,047
"afectivo";-2,675;24,75;-1,181;-2,983
"advenimiento";0,689;0,077;0,213;-1,989
"adecuado";-0,565;-1,455;1,245;0,763
"acento";-0,275;-1,213;6,903;-0,393
"acatar";0,009;-0,727;0,623;0
"abandono";8,974;-0,97;-0,787;-1,989
"ú";-1,337;-0,727;5,507;0
"ónibus";-1,783;-0,97;-0,787;8,047
"ón";-1,337;-0,727;-0,591;6,035
"ñato";-2,229;-1,213;-0,984;10,059
"éxodo";-2,229;-1,213;2,019;1,619
"zapatero";-2,675;-1,455;0;6,799
"zafar";-1,337;4,247;0,623;-1,491
"yc";-2,229;0,001;6,903;-0,393
"yamandú";-1,783;-0,97;-0,787;8,047
"www";0,009;-0,727;0,623;0
"wow";0,689;-0,97;0,213;-0,121
"váquez";-1,783;-0,97;-0,787;8,047
"vorágine";6,73;-0,727;-0,591;-1,491
"volvernos";3,659;0,077;-0,787;-1,989
"volta";0,689;-0,97;3,278;-1,989
"volatilidad";6,73;-0,727;-0,591;-1,491
"volamos";-1,337;-0,727;-0,591;6,035
"vizcaya";-1,337;-0,727;-0,591;6,035
"visual";-0,275;1,336;-0,984;0,104
"vicisitud";-0,275;1,336;-0,984;0,104
"verbo";-2,229;0,001;0,046;1,619
"vera";-1,337;-0,727;-0,591;6,035
"venganza";1,806;0,365;-0,591;-1,491
"vari";-1,783;-0,97;0,213;3,151
"vapor";-1,783;0,077;-0,787;3,151
"vacunación";0,689;-0,97;0,213;-0,121
"vacar";-1,337;-0,727;0,623;1,515
"uva";-2,229;-1,213;0,046;4,937
"utu";3,659;-0,97;-0,787;-0,121
"utopismo";0,009;4,247;-0,591;-1,491
"usuario";-1,783;-0,97;20,324;-1,989
"urugu";-1,337;-0,727;0,623;1,515
"urgente";1,806;0,365;-0,591;-1,491
"urbanizado";0,009;0,365;0,623;-1,491
"tumor";0,009;-0,727;-0,591;1,515
"tubo";-2,675;-0,031;-1,181;6,799
"trámite";-2,675;-1,455;0;6,799
"trozo";-1,783;-0,97;-0,787;8,047
"tronco";0,009;-0,727;-0,591;1,515
"trillar";-1,783;-0,97;-0,787;8,047
"trasunta";3,659;-0,97;0,213;-1,989
"trasfondo";0,009;4,247;-0,591;-1,491
"trasero";0,689;0,077;0,213;-1,989
"transparente";-1,337;-0,727;-0,591;6,035
"transferir";-1,337;0,365;-0,591;1,515
"transferencia";1,806;-0,727;0,623;-1,491
"transar";0,689;-0,97;3,278;-1,989
"trancó";-0,275;-1,213;14,699;-2,486
"traicione";0,009;0,365;-0,591;0
"torturadores";-2,675;-0,031;1,245;0,763
"toma";0,009;0,365;0,623;-1,491
"testigo";-0,064;-0,97;-0,787;3,151
"terrón";-1,783;16,499;-0,787;-1,989
"terremoto";-2,229;-1,213;2,019;1,619
"terra";-2,229;-1,213;2,019;1,619
"teros";-2,229;11,648;-0,984;-0,393
"terciar";8,974;-0,97;-0,787;-1,989
"tera";-1,783;0,077;-0,787;3,151
"tentar";-1,783;-0,97;-0,787;8,047
"tenia";-2,229;-1,213;6,903;0,104
"teng";-1,337;-0,727;-0,591;6,035
"tena";-1,783;0,077;0,213;0,509
"templar";1,995;0,001;0,046;-2,486
"telesur";-2,675;-1,455;30,488;-2,983
"telefónico";-1,783;-0,97;20,324;-1,989
"teja";-1,783;-0,97;-0,787;8,047
"talvi";-1,783;-0,97;9,981;-0,121
"só";-1,337;-0,727;0,623;1,515
"sábado";-1,337;-0,727;0,623;1,515
"sustantivamente";3,659;-0,97;0,213;-1,989
"suplemento";5,668;-1,213;0,046;-2,486
"superficie";-0,064;-0,97;0,213;0,509
"sufrimiento";0,689;0,077;-0,787;-0,121
"subsidio";3,659;0,077;-0,787;-1,989
"soñador";-0,275;5,218;-0,984;-0,393
"soriano";-1,783;-0,97;-0,787;8,047
"sometimiento";-1,783;-0,97;20,324;-1,989
"solventar";6,73;-0,727;-0,591;-1,491
"solicitud";-1,337;-0,727;15,243;-1,491
"solar|soler";1,806;-0,727;0,623;-1,491
"socializante";6,73;-0,727;-0,591;-1,491
"socialdemocracia";0,689;-0,97;0,213;-0,121
"sobrevivencia";1,806;-0,727;-0,591;0
"sobrellevar";0,689;0,077;-0,787;-0,121
"sobrecito";-2,229;-1,213;-0,984;10,059
"sistemático";0,689;-0,97;0,213;-0,121
"simultáneamente";0,197;-1,213;0,046;0,104
"similitud";-0,275;-1,213;2,019;0,104
"significativo";-1,337;-0,727;15,243;-1,491
"siervo";-1,337;12,374;-0,591;-1,491
"seus";-2,229;-1,213;25,406;-2,486
"servidor";-1,783;-0,97;20,324;-1,989
"sergio";-1,783;-0,97;-0,787;8,047
"seo";-2,229;11,648;-0,984;-0,393
"sensorial";0,689;2,367;-0,787;-1,989
"sembrador";-1,783;2,367;-0,787;0,509
"seguimiento";-1,783;0,077;3,278;-0,121
"sede";-0,275;-1,213;6,903;-0,393
"secuencia";-0,275;-1,213;-0,984;4,937
"satélite";0,009;-0,727;-0,591;1,515
"sarabia";-1,337;-0,727;5,507;0
"sao";-0,275;-1,213;6,903;-0,393
"santiago";3,659;0,077;-0,787;-1,989
"santana";-1,337;-0,727;-0,591;6,035
"sanitario";5,668;-1,213;0,046;-2,486
"sanguineti";-1,337;-0,727;0,623;1,515
"salvamos";-1,783;2,367;0,213;-0,121
"salvación";0,009;0,365;-0,591;0
"sacándole";5,668;-1,213;-0,984;-0,393
"saa";-0,275;0,001;-0,984;1,619
"ría";-1,783;-0,97;0,213;3,151
"régimenes";0,009;-0,727;5,507;-1,491
"ruptura";-2,229;-1,213;25,406;-2,486
"rubro";-0,064;-0,97;3,278;-0,121
"ruba";-1,783;-0,97;0,213;3,151
"rosca";3,659;0,077;-0,787;-1,989
"ros";-1,337;-0,727;5,507;0
"roque";-1,783;-0,97;-0,787;8,047
"rompimiento";6,73;-0,727;-0,591;-1,491
"rodar";0,689;-0,97;0,213;-0,121
"rocha";-1,783;-0,97;3,278;0,509
"rid";0,009;-0,727;-0,591;1,515
"revisación";0,689;-0,97;0,213;-0,121
"reverte";-1,783;-0,97;-0,787;8,047
"revelación";-1,783;-0,97;20,324;-1,989
"retrocedemos";8,974;-0,97;-0,787;-1,989
"retracción";1,806;-0,727;0,623;-1,491
"retaguardia";1,806;-0,727;0,623;-1,491
"resignar";-2,229;20,624;-0,984;-2,486
"residencial";-1,783;-0,97;-0,787;8,047
"repubblica";8,974;-0,97;-0,787;-1,989
"represivo";3,659;-0,97;0,213;-1,989
"repensar";-2,229;20,624;-0,984;-2,486
"renunciamiento";1,806;0,365;-0,591;-1,491
"remo";0,009;-0,727;0,623;0
"rellenar";-1,783;-0,97;0,213;3,151
"relevante";-1,337;0,365;0,623;0
"relajar";-1,783;-0,97;-0,787;8,047
"regularizar";3,659;-0,97;-0,787;-0,121
"recorte";-0,064;7,841;-0,787;-1,989
"recomendarle";-1,783;16,499;-0,787;-1,989
"reciclar";-2,229;11,648;-0,984;-0,393
"rapiña";6,73;-0,727;-0,591;-1,491
"racionalizar";-1,783;7,841;0,213;-1,989
"racionalidad";1,806;0,365;-0,591;-1,491
"rabia";0,689;2,367;-0,787;-1,989
"quintil";8,974;-0,97;-0,787;-1,989
"quince";-1,337;0,365;0,623;0
"quilombo";0,689;-0,97;0,213;-0,121
"qued";3,659;-0,97;-0,787;-0,121
"quec";-1,337;-0,727;5,507;0
"quear";-1,337;-0,727;0,623;1,515
"puño";-1,783;-0,97;-0,787;8,047
"pulpa";-0,064;0,077;3,278;-1,989
"pulmón";0,009;-0,727;-0,591;1,515
"pued";-1,337;4,247;-0,591;0
"prudente";-0,064;2,367;-0,787;-0,121
"proyección";-0,064;0,077;0,213;-0,121
"propiamente";0,009;0,365;0,623;-1,491
"pronunciamiento";-1,337;-0,727;15,243;-1,491
"pronosticar";-0,275;0,001;-0,984;1,619
"promedi";0,689;2,367;-0,787;-1,989
"prolijamente";1,806;-0,727;0,623;-1,491
"proletario";-2,229;0,001;6,903;-0,393
"profesar";1,995;1,336;-0,984;-2,486
"proa";-1,337;-0,727;-0,591;6,035
"prioritario";1,806;-0,727;0,623;-1,491
"primario";-1,337;-0,727;0,623;1,515
"previsión";1,806;-0,727;0,623;-1,491
"previamente";-1,337;-0,727;-0,591;6,035
"presupuestal";-1,783;-0,97;20,324;-1,989
"prestigiar";0,009;-0,727;-0,591;1,515
"presentarse";-1,783;-0,97;3,278;0,509
"presenciar";-0,064;-0,97;0,213;0,509
"prescindible";-1,337;4,247;0,623;-1,491
"prerrogativas";-0,275;11,648;-0,984;-2,486
"prepotente";1,806;-0,727;-0,591;0
"prenda";0,009;4,247;-0,591;-1,491
"premiar";-0,064;7,841;-0,787;-1,989
"predecesor";-2,229;-1,213;25,406;-2,486
"precise";-1,783;7,841;-0,787;-0,121
"precaución";0,009;-0,727;-0,591;1,515
"pra";-1,783;16,499;-0,787;-1,989
"pr";1,806;0,365;-0,591;-1,491
"postre";-1,337;-0,727;0,623;1,515
"poseer";3,659;0,077;-0,787;-1,989
"posar";-1,783;-0,97;0,213;3,151
"portuario";0,009;-0,727;-0,591;1,515
"portentosa";-1,783;16,499;-0,787;-1,989
"portador";-1,783;-0,97;0,213;3,151
"populismos";11,218;-1,213;-0,984;-2,486
"pop";-0,064;-0,97;3,278;-0,121
"poncho";0,009;0,365;-0,591;0
"polvo";-1,337;0,365;-0,591;1,515
"pod";-1,783;-0,97;-0,787;8,047
"plutocracia";6,73;-0,727;-0,591;-1,491
"pluma";-1,337;0,365;-0,591;1,515
"platicar";0,009;-0,727;0,623;0
"planchar";-0,064;-0,97;3,278;-0,121
"placa";-1,337;0,365;-0,591;1,515
"piñazos";0,009;0,365;-0,591;0
"pizzas";0,009;4,247;-0,591;-1,491
"pizer";-1,783;-0,97;20,324;-1,989
"pitn";-0,064;-0,97;9,981;-1,989
"pitanza";-1,783;16,499;-0,787;-1,989
"pionero";-1,783;-0,97;20,324;-1,989
"pichones";-2,229;0,001;-0,984;4,937
"ph";-0,064;-0,97;0,213;0,509
"petrolero";0,009;-0,727;5,507;-1,491
"pesimismo";3,659;0,077;-0,787;-1,989
"peseta";-2,229;-1,213;-0,984;10,059
"pes";1,806;-0,727;-0,591;0
"perfectible";13,461;-1,455;-1,181;-2,983
"perdido";-1,783;16,499;-0,787;-1,989
"pequeñas y medianas empresas";-2,229;-1,213;-0,984;10,059
"peonar";-1,337;-0,727;-0,591;6,035
"penoso";-1,783;-0,97;3,278;0,509
"peleo";-0,275;11,648;-0,984;-2,486
"pelee";1,806;0,365;-0,591;-1,491
"pekín";0,009;-0,727;5,507;-1,491
"pedido";0,689;0,077;-0,787;-0,121
"peculiaridad";-2,229;11,648;-0,984;-0,393
"pecuario";-1,337;-0,727;5,507;0
"pavorosa";8,974;-0,97;-0,787;-1,989
"patriótico";0,009;-0,727;0,623;0
"parásita";-0,064;7,841;-0,787;-1,989
"parturienta";1,806;0,365;-0,591;-1,491
"parra|parrilla";-0,275;11,648;-0,984;-2,486
"parejo";0,689;0,077;-0,787;-0,121
"pararla";-1,783;16,499;-0,787;-1,989
"paraná";-1,783;-0,97;3,278;0,509
"paragua";6,73;-0,727;-0,591;-1,491
"paradojalmente";3,659;0,077;-0,787;-1,989
"papelón";-1,783;-0,97;20,324;-1,989
"pando";-0,064;-0,97;-0,787;3,151
"panadería";-1,337;-0,727;-0,591;6,035
"panaderos";0,009;-0,727;-0,591;1,515
"palestra";-1,783;-0,97;20,324;-1,989
"paja";-1,783;7,841;-0,787;-0,121
"padrón";-2,229;20,624;-0,984;-2,486
"paciente";0,009;0,365;-0,591;0
"ot";-0,275;-1,213;0,046;1,619
"oscuro";-1,337;0,365;-0,591;1,515
"orinoco";-1,337;-0,727;-0,591;6,035
"orgánico";0,009;0,365;0,623;-1,491
"organizarse";1,806;0,365;-0,591;-1,491
"organización no gubernamental";-1,337;-0,727;5,507;0
"oprimir";-0,064;7,841;-0,787;-1,989
"oponer";-1,337;-0,727;0,623;1,515
"ombligo";0,197;0,001;0,046;-0,393
"oler";0,009;-0,727;0,623;0
"objetividad";-0,064;7,841;-0,787;-1,989
"obispo";-0,064;-0,97;-0,787;3,151
"obelisco";-1,337;12,374;-0,591;-1,491
"nosotr";-0,275;-1,213;-0,984;4,937
"nomás";0,009;-0,727;-0,591;1,515
"nikita";1,806;-0,727;-0,591;0
"napoleón";-0,064;-0,97;-0,787;3,151
"nad";0,009;-0,727;0,623;0
"nacientes";3,659;0,077;-0,787;-1,989
"musulmán";8,974;-0,97;-0,787;-1,989
"musica";-1,337;-0,727;-0,591;6,035
"museo";-1,783;-0,97;0,213;3,151
"muica";0,197;0,001;-0,984;0,104
"mudar";-1,783;-0,97;-0,787;8,047
"much";0,009;0,365;-0,591;0
"moñita";-1,783;-0,97;-0,787;8,047
"motors";-0,064;0,077;-0,787;0,509
"morrica";-1,337;-0,727;-0,591;6,035
"morirnos";-1,783;7,841;-0,787;-0,121
"morirme";3,659;0,077;-0,787;-1,989
"montevido";-2,229;-1,213;2,019;1,619
"mongolia";0,009;-0,727;-0,591;1,515
"mondragón";1,806;-0,727;-0,591;0
"mon";0,197;-1,213;0,046;0,104
"modernamente";1,806;0,365;-0,591;-1,491
"modeló";0,197;0,001;-0,984;0,104
"ml";-1,783;-0,97;-0,787;8,047
"mixto";-2,229;0,001;14,699;-2,486
"mitre";-1,337;-0,727;0,623;1,515
"ministerial";0,689;0,077;0,213;-1,989
"milenio";-0,064;0,077;0,213;-0,121
"milenario";6,73;-0,727;-0,591;-1,491
"milei";-2,229;-1,213;25,406;-2,486
"milagroso";-0,017;-0,122;-1,378;1,809
"micro";-2,229;11,648;0,046;-2,486
"mexico";-1,783;-0,97;0,213;3,151
"menú";-1,783;-0,97;3,278;0,509
"men";-1,783;0,077;0,213;0,509
"mejorarnos";6,73;-0,727;-0,591;-1,491
